nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average
3,251792_at,T,F,AT3G55550,AT3G55550,Concanavalin A-like lectin protein kinase family protein,0.474781321,0.578529278,0.561168866,0.169742895,0.567520609,0.470348594
4,244995_at,T,F,ATCG00150,ATPI,"ATPase, F0 complex, subunit A protein",0.474781261,0.711551101,0.909994567,0.576534734,0.716562102,0.677884753
2,244943_at,T,F,ATMG00070,NAD9,NADH dehydrogenase subunit 9,0.474774009,0.530028773,0.613536622,0.360390964,0.339032008,0.463552475
3,257616_at,T,F,AT3G26540,AT3G26540,Tetratricopeptide repeat (TPR)-like superfamily protein,0.474769947,0.642724156,0.810699219,0.550017949,0.34290778,0.56422381
2,266937_at,T,F,AT2G18930,AT2G18930,unknown protein; Has 3 Blast hits to 3 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.474752389,0.483746211,0.542532941,0.541234538,0.497176432,0.507888502
3,263881_at,T,F,AT2G21820,AT2G21820,unknown protein; Has 45 Blast hits to 45 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 45; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.474734176,0.683606097,0.72427177,0.303611929,0.751177346,0.587480264
3,249408_at,T,F,AT5G40330,MYB23|ATMYBRTF|ATMYB23,myb domain protein 23,0.474692611,0.579096169,0.710764844,0.331048836,0.696194142,0.55835932
3,249620_at,T,F,AT5G37520,AT5G37520,Protein of Unknown Function (DUF239),0.47469074,0.717971992,0.900616878,0.474781175,0.674329762,0.648478109
4,264152_at,T,F,AT1G02140,MAGO|MEE63|HAP1,mago nashi family protein,0.474604563,0.710372901,0.865829369,0.525977676,0.711938507,0.657744603
4,261436_at,T,F,AT1G07870,AT1G07870,Protein kinase superfamily protein,0.474522847,0.750209569,0.883710847,0.625370856,0.788295486,0.704421921
4,258409_at,T,F,AT3G17640,AT3G17640,Leucine-rich repeat (LRR) family protein,0.474474227,0.664125492,0.877910345,0.641746722,0.763555826,0.684362522
4,244993_s_at,F,NA,ATCG01000,YCF1.1,Ycf1 protein,0.474473713,0.747372882,0.934562686,0.559075166,0.716221258,0.686341141
4,264703_at,T,F,AT1G69960,PP2A,serine/threonine protein phosphatase 2A,0.474469128,0.76747456,0.905538638,0.574165032,0.609313256,0.666192123
4,251910_at,T,F,AT3G53810,AT3G53810,Concanavalin A-like lectin protein kinase family protein,0.474468203,0.637865253,0.807244785,0.609392301,0.630682182,0.631930544
4,258975_at,T,F,AT3G01970,WRKY45|ATWRKY45,WRKY DNA-binding protein 45,0.474442992,0.6716194,0.864008067,0.521145614,0.693252051,0.644893625
3,258298_at,T,F,AT3G23300,AT3G23300,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.474340835,0.713657396,0.834174801,0.547226018,0.482728663,0.610425543
4,253141_at,T,F,AT4G35440,ATCLC-E|CLC-E|CLCE,chloride channel E,0.474316859,0.768567017,0.933753453,0.610527944,0.725599837,0.702553022
4,253575_at,T,F,AT4G31060,AT4G31060,Integrase-type DNA-binding superfamily protein,0.474292096,0.65643465,0.620968498,0.671059469,0.71290278,0.627131499
4,264054_at,T,F,AT2G22540,AGL22|SVP,K-box region and MADS-box transcription factor family protein,0.474281096,0.702072862,0.93866186,0.62193832,0.714803098,0.690351447
4,248715_at,T,F,AT5G48290,AT5G48290,Heavy metal transport/detoxification superfamily protein,0.474257906,0.734442979,0.921850977,0.511089173,0.756188993,0.679566006
4,258051_at,T,F,AT3G16260,TRZ4,tRNAse Z4,0.47423155,0.759773114,0.930073556,0.607417721,0.735022196,0.701303628
3,261630_at,T,F,AT1G50080,AT1G50080,BEST Arabidopsis thaliana protein match is: RNA-directed DNA polymerase (reverse transcriptase)-related family protein (TAIR:AT1G60720.1); Has 42 Blast hits to 42 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.474179575,0.716492048,0.876144068,0.420748129,0.713632821,0.640239328
2,256262_at,T,F,AT3G12150,AT3G12150,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2048 (InterPro:IPR019149); Has 421 Blast hits to 334 proteins in 155 species: Archae - 2; Bacteria - 147; Metazoa - 215; Fungi - 0; Plants - 43; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).,0.474123623,0.656393692,0.644833117,0.292700382,0.348443934,0.48329895
4,262750_at,T,F,AT1G28710,AT1G28710,Nucleotide-diphospho-sugar transferase family protein,0.474083285,0.660432025,0.803274503,0.564583973,0.701452686,0.640765294
4,261776_at,T,F,AT1G76190,AT1G76190,SAUR-like auxin-responsive protein family,0.474078906,0.710604629,0.875746238,0.679099799,0.723913847,0.692688684
4,256677_at,T,F,AT3G52190,PHF1,phosphate transporter traffic facilitator1,0.47407721,0.664920014,0.863302168,0.544891788,0.752376241,0.659913484
2,250223_at,T,F,AT5G14070,ROXY2,Thioredoxin superfamily protein,0.474047947,0.7339986,0.744257687,0.101923565,0.463476246,0.503540809
3,254984_s_at,F,NA,AT4G10590,UBP10,ubiquitin-specific protease 10,0.474029157,0.805201055,0.887606828,0.476759085,0.803700761,0.689459377
3,249330_at,T,F,AT5G40970,AT5G40970,Protein of unknown function (DUF 3339),0.47401327,0.550547582,0.766877167,0.248292884,0.645315646,0.53700931
4,250907_at,T,F,AT5G03670,AT5G03670,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G36420.1); Has 700 Blast hits to 624 proteins in 104 species: Archae - 0; Bacteria - 18; Metazoa - 333; Fungi - 60; Plants - 73; Viruses - 24; Other Eukaryotes - 192 (source: NCBI BLink).,0.473953544,0.772951445,0.92641531,0.548150363,0.79472146,0.703238424
3,260257_at,T,F,AT1G74340,AT1G74340,dolichol phosphate-mannose biosynthesis regulatory protein-related,0.47392293,0.622015336,0.810605094,0.508259644,0.403794602,0.563719521
3,246614_at,T,F,AT5G35410,ATSOS2|CIPK24|SOS2|SNRK3.11,Protein kinase superfamily protein,0.47391549,0.740624777,0.862104999,0.458795776,0.689656061,0.64501942
4,265213_at,T,F,AT1G05020,AT1G05020,ENTH/ANTH/VHS superfamily protein,0.473907771,0.75991735,0.898081301,0.540496838,0.640510918,0.662582836
4,259787_at,T,F,AT1G29460,AT1G29460,SAUR-like auxin-responsive protein family,0.473881461,0.695713074,0.82315977,0.685692066,0.678313569,0.671351988
4,259191_at,T,F,AT3G01720,AT3G01720,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G25265.1); Has 374 Blast hits to 211 proteins in 23 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 316; Viruses - 0; Other Eukaryotes - 58 (source: NCBI BLink).,0.473842214,0.769370562,0.936139113,0.590259965,0.737063521,0.701335075
4,255995_at,T,F,AT1G29750,RKF1,receptor-like kinase in flowers 1,0.473830884,0.708092479,0.865431772,0.630019118,0.678979575,0.671270765
4,251119_at,T,F,AT3G63510,AT3G63510,FMN-linked oxidoreductases superfamily protein,0.473819412,0.741469179,0.939754608,0.602010843,0.750063522,0.701423513
4,257022_at,T,F,AT3G19580,AZF2|ZF2,zinc-finger protein 2,0.473707375,0.591592676,0.829893706,0.5728861,0.64299167,0.622214305
3,248098_at,T,F,AT5G55290,AT5G55290,"ATPase, V0 complex, subunit E",0.473698448,0.659713559,0.878742311,0.331632784,0.637914498,0.59634032
4,255623_at,T,F,AT4G01310,AT4G01310,Ribosomal L5P family protein,0.473639497,0.745819299,0.942086502,0.549667386,0.762433402,0.694729217
4,263743_at,T,F,AT2G21390,AT2G21390,"Coatomer, alpha subunit",0.473605311,7.23E-01,0.918094578,0.592629668,0.748116322,0.691138296
4,258204_at,T,F,AT3G13960,GRF5|AtGRF5,growth-regulating factor 5,0.47359728,0.71948318,0.848497639,0.559771984,0.638819272,0.648033871
3,263552_x_at,T,F,AT2G24980,AT2G24980,Proline-rich extensin-like family protein,0.473596055,0.654435658,0.877200424,0.473548534,0.706229729,0.63700208
4,249599_at,T,F,AT5G37990,AT5G37990,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.473557614,0.747573972,0.932360206,0.556096512,0.757171805,0.693352022
3,267474_at,T,F,AT2G02740,PTAC11|ATWHY3|WHY3,ssDNA-binding transcriptional regulator,0.473553231,0.699642707,0.902020171,0.498071661,0.713170117,0.657291578
3,248322_at,T,F,AT5G52760,AT5G52760,Copper transport protein family,0.473481096,0.561464876,0.662072784,0.608452776,0.459570788,0.553008464
3,246164_at,T,F,AT5G32610,AT5G32610,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G33715.1),0.473406568,0.627986745,0.681158644,0.34996625,0.582749243,0.54305349
4,256878_at,T,F,AT3G26460,AT3G26460,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0.473373376,0.749342458,0.914194443,0.532100243,0.788953466,0.691592797
4,257457_at,T,F,AT2G05430,AT2G05430,Ubiquitin-specific protease family C19-related protein,0.473357064,0.605112698,0.770003666,0.596346433,0.76616649,0.64219727
4,257572_at,T,F,AT3G16880,AT3G16880,F-box and associated interaction domains-containing protein,0.473305025,0.633145434,0.736157832,0.616421934,0.668712714,0.625548588
3,262324_at,T,F,AT1G64170,ATCHX16|CHX16,cation/H+ exchanger 16,0.473260749,0.71104871,0.917960432,0.455884085,0.673530799,0.646336955
4,259080_at,T,F,AT3G04910,ZIK4|WNK1|ATWNK1,with no lysine (K) kinase 1,0.473236437,0.62365029,0.722238985,0.524930979,0.551926714,0.579196681
4,254250_at,T,F,AT4G23290,CRK21,cysteine-rich RLK (RECEPTOR-like protein kinase) 21,0.473231091,0.723968065,0.901645723,0.600784878,0.666555186,0.673236989
4,257241_at,T,F,AT3G24210,AT3G24210,Ankyrin repeat family protein,0.473159404,0.697623437,0.905425884,0.506784446,0.721477278,0.66089409
4,247414_at,T,F,AT5G63050,EMB2759,embryo defective 2759,0.473141702,0.747765349,0.933700561,0.59066678,0.722649096,0.693584698
3,AFFX-Athal-Actin_3_f_at,T,T,AT5G09810,ACT7,actin 7,0.473138363,0.776064551,0.952739197,0.472980275,0.643229229,0.663630323
4,259881_at,T,F,AT1G76820,AT1G76820,eukaryotic translation initiation factor 2 (eIF-2) family protein,0.473135365,0.73281849,0.933093396,0.533982012,0.704999279,0.675605709
3,256897_at,NA,NA,NA,NA,NA,0.473128837,0.501683091,0.710747081,0.31050572,0.529485496,0.505110045
4,258787_at,T,F,AT3G11840,PUB24,plant U-box 24,0.473125487,0.695985903,0.862324653,0.592720363,0.651815903,0.655194462
2,255769_at,T,F,AT1G18610,AT1G18610,Galactose oxidase/kelch repeat superfamily protein,0.473123077,0.496006186,0.823591585,0.324937517,0.596040642,0.542739801
3,263421_at,T,F,AT2G17230,EXL5,EXORDIUM like 5,0.47307837,0.746968916,0.888837072,0.278048345,0.537365122,0.584859565
4,255244_at,T,F,AT4G05620,AT4G05620,Galactose oxidase/kelch repeat superfamily protein,0.473067492,0.629481973,0.823326063,0.545117545,0.606062995,0.615411214
4,253260_at,NA,NA,NA,NA,NA,0.473008669,0.787696288,0.91494557,0.505847604,0.566900897,0.649679806
3,267450_at,T,F,AT2G33720,AT2G33720,AP2/B3-like transcriptional factor family protein,0.472903571,0.65044139,0.84933066,0.4751864,0.685400263,0.626652457
2,250310_at,T,F,AT5G12230,MED19A,MED19A; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G19480.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.472900961,0.492738985,0.754869603,0.30488956,0.568586928,0.518797207
4,251902_at,T,F,AT3G54110,UCP1|ATUCP1|ATPUMP1|PUMP1|UCP,plant uncoupling mitochondrial protein 1,0.472843742,0.740378127,0.902321993,0.654694457,0.707714945,0.695590653
4,266463_at,T,F,AT2G47840,AT2G47840,Uncharacterised conserved protein ycf60,0.472839253,0.712561634,0.924909644,0.609773761,0.724322281,0.688881315
4,261259_at,T,F,AT1G26660,AT1G26660,Prefoldin chaperone subunit family protein,0.472805301,0.684223707,0.889381923,0.516450811,0.716441913,0.655860731
4,264717_at,T,F,AT1G70140,FH8|ATFH8,formin 8,0.472778552,0.74124876,0.913385055,0.58742095,0.758227349,0.694612133
3,259437_at,T,F,AT1G01540,AT1G01540,Protein kinase superfamily protein,0.472664462,0.757026648,0.920918087,0.369503177,0.60000749,0.624023973
4,265674_at,NA,NA,NA,NA,NA,0.472560838,0.73238129,0.882239169,0.524718163,0.796108992,0.681601691
4,249061_at,T,F,AT5G44550,AT5G44550,Uncharacterised protein family (UPF0497),0.472524467,0.753531488,0.935399316,0.502937558,0.765247405,0.685928047
4,257363_at,NA,NA,NA,NA,NA,0.472482361,0.686548637,0.822736838,0.502091143,0.75341876,0.647455548
3,262522_at,T,F,AT1G17120,CAT8,cationic amino acid transporter 8,0.472421543,0.714571363,0.895540272,0.434508022,0.740317502,0.65147174
2,253750_at,T,F,AT4G29000,AT4G29000,Tesmin/TSO1-like CXC domain-containing protein,0.472399924,0.378622291,0.682739132,0.383871881,0.511697556,0.485866157
4,257903_at,T,F,AT3G28460,AT3G28460,methyltransferases,0.472368748,0.734189015,0.944937244,0.609922169,0.71675962,0.695635359
4,246733_at,T,F,AT5G27660,AT5G27660,Trypsin family protein with PDZ domain,0.47235033,0.718109092,0.882577141,0.57099413,0.697057076,0.668217554
4,249567_at,T,F,AT5G38020,AT5G38020,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.472311893,0.754708133,0.931120177,0.545000652,0.791153303,0.698858832
4,264319_at,T,F,AT1G04110,SDD1,Subtilase family protein,0.472263203,0.696765522,0.892029386,0.657012024,0.745614155,0.692736858
4,255443_at,T,F,AT4G02700,SULTR3;2,sulfate transporter 3;2,0.472250362,0.773487479,0.931492948,0.597663825,0.724152577,0.699809438
4,267123_at,T,F,AT2G23560,MES7|ATMES7,methyl esterase 7,0.4722394,0.693470536,0.852111832,0.530626013,0.796975515,0.669084659
4,259875_s_at,F,NA,AT1G76690,OPR2|ATOPR2,12-oxophytodienoate reductase 2,0.47221998,0.717481567,0.901705465,0.599943592,0.656414368,0.669552994
3,264368_at,T,F,AT1G03280,AT1G03280,"Transcription factor TFIIE, alpha subunit",0.472197028,0.671815657,0.77002469,0.442104235,0.753598668,0.621948056
4,264516_at,T,T,AT1G10090,AT1G10090,Early-responsive to dehydration stress protein (ERD4),0.472196573,0.595186917,0.744847839,0.635367321,0.782419675,0.646003665
3,256492_at,T,F,AT1G31490,AT1G31490,HXXXD-type acyl-transferase family protein,0.472170256,0.532468607,0.671566163,0.389665588,0.6249868,0.538171483
3,251280_at,T,F,AT3G61810,AT3G61810,Glycosyl hydrolase family 17 protein,0.472135461,0.561750073,0.707471626,0.286529912,0.594719436,0.524521302
3,259061_at,T,F,AT3G07410,AtRABA5b|RABA5b,RAB GTPase homolog A5B,0.472092077,0.690899378,0.935920667,0.473816657,0.705518245,0.655649405
3,265547_at,T,F,AT2G28305,ATLOG1|LOG1,Putative lysine decarboxylase family protein,0.472080705,0.776286954,0.915423959,0.49978999,0.654829373,0.663682196
4,264485_at,T,F,AT1G77220,AT1G77220,Protein of unknown function (DUF300),0.472064649,0.598394086,0.82226514,0.509251809,0.626925775,0.605780292
4,257932_at,T,F,AT3G17040,HCF107,high chlorophyll fluorescent 107,0.472026885,0.748114787,0.916705761,0.569077402,0.703482111,0.681881389
4,265454_at,T,F,AT2G46530,ARF11,auxin response factor 11,0.472021322,0.704008426,0.874230145,0.668939651,0.716553341,0.687150577
4,247359_at,T,F,AT5G63560,AT5G63560,HXXXD-type acyl-transferase family protein,0.472018285,0.756071255,0.924890214,0.548571678,0.770320007,0.694374288
2,266571_at,T,F,AT2G23830,AT2G23830,PapD-like superfamily protein,0.472017512,0.536166506,0.742438455,0.266842167,0.461851299,0.495863188
3,251653_at,T,F,AT3G57130,BOP1,Ankyrin repeat family protein / BTB/POZ domain-containing protein,0.472013992,0.711184684,0.855312055,0.432202611,0.602470405,0.614636749
4,265749_at,T,F,AT2G10610,AT2G10610,"copia-like retrotransposon family, has a 2.6e-162 P-value blast match to gb|AAG52949.1| gag/pol polyprotein (Endovir1-1) (Arabidopsis thaliana) (Ty1_Copia-family)",0.472007833,0.524924075,0.65821724,0.588196924,0.581306502,0.564930515
2,262412_at,T,F,AT1G34760,RHS5|GRF11|GF14 OMICRON,general regulatory factor 11,0.471962057,0.647332464,0.763743183,0.497503469,0.452810609,0.566670356
4,251531_at,T,F,AT3G58550,AT3G58550,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.471882476,0.757496639,0.930723214,0.5493704,0.772815272,0.6964576
4,260820_at,T,F,AT1G06840,AT1G06840,Leucine-rich repeat protein kinase family protein,0.471842035,0.737620928,0.922009489,0.51789967,0.743674999,0.678609424
4,265582_at,T,F,AT2G20030,AT2G20030,RING/U-box superfamily protein,0.471820517,0.729032769,0.942185356,0.519956762,0.726079595,0.677815
4,256972_at,T,F,AT3G21140,AT3G21140,Pyridoxamine 5'-phosphate oxidase family protein,0.471772208,0.731234353,0.813891577,0.665672349,0.667241734,0.669962444
3,256276_at,T,F,AT3G12070,AtRGTB2|RGTB2,RAB geranylgeranyl transferase beta subunit 2,0.471742004,0.713778887,0.872106296,0.490152877,0.774519692,0.664459951
4,253740_at,T,F,AT4G28706,AT4G28706,pfkB-like carbohydrate kinase family protein,0.471727905,0.713472234,0.917584275,0.543591671,0.716817114,0.67263864
4,250941_at,T,F,AT5G03320,AT5G03320,Protein kinase superfamily protein,0.471727901,0.626237705,0.864139839,0.597488102,0.682294358,0.648377581
4,245450_at,NA,NA,NA,NA,NA,0.471726381,0.658103713,0.84696517,0.728519245,0.720595237,0.685181949
3,267266_at,T,F,AT2G23150,NRAMP3|ATNRAMP3,natural resistance-associated macrophage protein 3,0.471677732,0.682723776,0.905087038,0.348414629,0.634019013,0.608384438
3,245946_at,T,F,AT5G19580,AT5G19580,glyoxal oxidase-related protein,0.471627849,0.722448516,0.930665007,0.452910891,0.690431811,0.653616815
4,247817_at,T,F,AT5G58375,AT5G58375,Methyltransferase-related protein,0.471585318,0.740812855,0.922955204,0.563644384,0.731842723,0.686168097
4,250881_at,T,F,AT5G04080,AT5G04080,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 9 growth stages; Has 115 Blast hits to 115 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 5; Plants - 110; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.471581249,0.741515888,0.928448871,0.526006573,0.711325209,0.675775558
4,258657_at,T,F,AT3G09890,AT3G09890,Ankyrin repeat family protein,0.471544479,0.745460346,0.822846513,0.67951292,0.787261905,0.701325233
4,254810_at,T,F,AT4G12390,PME1,pectin methylesterase inhibitor 1,0.471543961,0.732221266,0.779187987,0.726869586,0.707619965,0.683488553
4,249900_at,T,F,AT5G22640,emb1211,MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein,0.471515872,0.752049201,0.947079151,0.522676545,0.740692434,0.686802641
4,261388_at,T,F,AT1G05385,Psb27-H1|LPA19,photosystem II 11 kDa protein-related,0.471469759,0.718816919,0.938317952,0.603089411,0.737989395,0.693936687
3,253360_at,T,F,AT4G33090,APM1|ATAPM1,aminopeptidase M1,0.471460788,0.685075786,0.903299229,0.298620583,0.626016415,0.59689456
4,256515_at,T,F,AT1G66020,AT1G66020,Terpenoid cyclases/Protein prenyltransferases superfamily protein,0.471430448,0.721984951,0.914268268,0.503818618,0.74136869,0.670574195
4,249490_s_at,F,NA,AT5G39180,AT5G39180,RmlC-like cupins superfamily protein,0.471416427,0.73963761,0.899825247,0.54169368,0.788065794,0.688127752
4,247604_at,T,F,AT5G60950,COBL5,COBRA-like protein 5 precursor,0.471411491,0.748242062,0.930108494,0.586274528,0.683214908,0.683850296
2,245824_at,T,F,AT1G57943,ATPUP17|PUP17,purine permease 17,0.471394536,0.533801925,0.645673141,0.143949439,0.215154861,0.40199478
4,262172_at,T,F,AT1G74970,TWN3|RPS9,ribosomal protein S9,0.471382717,0.745893869,0.94224126,0.568226738,0.745944194,0.694737756
3,249392_at,T,F,AT5G40150,AT5G40150,Peroxidase superfamily protein,0.471274229,0.667815737,0.850078503,0.417621446,0.68989897,0.619337777
4,255709_at,T,F,AT4G00180,YAB3,Plant-specific transcription factor YABBY family protein,0.471268234,0.730162669,0.928618214,0.539036727,0.688229004,0.67146297
4,250856_at,T,F,AT5G04810,AT5G04810,pentatricopeptide (PPR) repeat-containing protein,0.471267483,0.762375254,0.941339219,0.580715852,0.762041718,0.703547905
4,264663_at,T,F,AT1G09970,LRR XI-23|RLK7,Leucine-rich receptor-like protein kinase family protein,0.471266295,0.744978405,0.883036407,0.682203602,0.760745711,0.708446084
4,255741_at,T,F,AT1G25410,ATIPT6|IPT6,isopentenyltransferase 6,0.471259387,0.696196382,0.802966455,0.615906252,0.615789504,0.640423596
3,251225_at,T,F,AT3G62660,GATL7,galacturonosyltransferase-like 7,0.47121971,0.541927406,0.666756506,0.527912888,0.350286132,0.511620528
4,264592_at,T,F,AT2G17720,AT2G17720,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.471134614,0.738139725,0.939615097,0.598792314,0.739755281,0.697487406
3,246165_at,NA,NA,NA,NA,NA,0.471132467,0.687833682,0.880321629,0.599951544,0.426696733,0.613187211
2,251828_at,T,F,AT3G55070,AT3G55070,LisH/CRA/RING-U-box domains-containing protein,0.471098399,0.521448889,0.573889378,0.175483378,0.208705645,0.390125138
4,249427_at,T,F,AT5G39850,AT5G39850,Ribosomal protein S4,0.471016298,0.70273002,0.881132351,0.513452689,0.624946841,0.63865564
4,247037_at,T,F,AT5G67070,RALFL34,ralf-like 34,0.471015887,0.71937775,0.922505922,0.538389211,0.735339545,0.677325663
4,250189_at,T,F,AT5G14410,AT5G14410,unknown protein; Has 23 Blast hits to 23 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.470944888,0.771905314,0.938061291,0.560962355,0.665414691,0.681457708
2,252493_at,T,F,AT3G46750,AT3G46750,unknown protein; Has 2631 Blast hits to 1984 proteins in 271 species: Archae - 6; Bacteria - 163; Metazoa - 1232; Fungi - 253; Plants - 141; Viruses - 8; Other Eukaryotes - 828 (source: NCBI BLink).,0.470933684,0.523730849,0.62067387,0.30485212,0.446981492,0.473434403
4,249070_at,T,F,AT5G44030,IRX5|NWS2|CESA4,cellulose synthase A4,0.470900508,0.692733348,0.803709315,0.501742972,0.504241394,0.594665507
2,251570_at,T,F,AT3G58300,AT3G58300,Arabidopsis phospholipase-like protein (PEARLI 4) family,0.470887946,0.517046899,0.636194737,0.260566649,0.206701145,0.418279475
4,260370_at,T,F,AT1G69740,HEMB1,Aldolase superfamily protein,0.470864622,0.748050492,0.920659206,0.585939901,0.750036444,0.695110133
2,251808_at,T,F,AT3G55480,PAT2,protein affected trafficking 2,0.470834332,0.691492901,0.659507167,0.474083288,0.423168379,0.543817213
3,260545_at,T,F,AT2G43350,GPX3|ATGPX3,glutathione peroxidase 3,0.470826387,0.658467443,0.849276997,0.327528753,0.542406283,0.569701173
3,253263_at,T,F,AT4G34000,ABF3|DPBF5,abscisic acid responsive elements-binding factor 3,0.470821373,0.700688048,0.802718035,0.485491973,0.681392833,0.628222452
4,245490_at,T,F,AT4G16310,LDL3,LSD1-like 3,0.470821202,0.648123981,0.861464359,0.533963096,0.691780584,0.641230644
4,246395_at,T,F,AT1G58170,AT1G58170,Disease resistance-responsive (dirigent-like protein) family protein,0.470810215,0.758557573,0.893905946,0.516729639,0.74138319,0.676277312
4,264978_at,T,F,AT1G27120,AT1G27120,Galactosyltransferase family protein,0.470806149,0.711011488,0.909570904,0.600732765,0.715140405,0.681452342
4,246912_at,T,F,AT5G25820,AT5G25820,Exostosin family protein,0.470805718,0.739460374,0.932849278,0.508468127,0.780470481,0.686410796
4,245231_at,NA,NA,NA,NA,NA,0.470803176,0.62741876,0.878729277,0.618977151,0.729683925,0.665122458
4,247879_at,T,F,AT5G57770,AT5G57770,Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region,0.470769245,0.759102398,0.923035225,0.558537362,0.744466492,0.691182144
3,267537_at,T,F,AT2G41880,AGK1|GK-1,guanylate kinase 1,0.470701709,0.696959015,0.851576087,0.187808626,0.575836903,0.556576468
3,259399_at,T,F,AT1G17710,AT1G17710,Pyridoxal phosphate phosphatase-related protein,0.470698957,0.65906481,0.774029858,0.391123496,0.629584584,0.584900341
3,AFFX-r2-Bs-thr-3_s_at,NA,NA,NA,NA,NA,0.470663554,0.717960538,0.898969147,0.478542394,0.625310072,0.638289141
3,248891_at,T,F,AT5G46280,MCM3,Minichromosome maintenance (MCM2/3/5) family protein,0.470658117,0.642361481,0.834264795,0.480765873,0.64658037,0.614926127
3,260205_at,T,F,AT1G70700,JAZ9|TIFY7,TIFY domain/Divergent CCT motif family protein,0.470657806,0.699128027,0.887579207,0.384003277,0.661878016,0.620649267
3,264720_at,T,F,AT1G70080,AT1G70080,Terpenoid cyclases/Protein prenyltransferases superfamily protein,0.470637147,0.714076931,0.843179868,0.424368189,0.638216489,0.618095725
4,247213_at,T,F,AT5G64900,PEP1|PROPEP1|ATPEP1,precursor of peptide 1,0.470636861,0.701608191,0.789464347,0.531318964,0.740857404,0.646777154
4,261300_at,T,F,AT1G48560,AT1G48560,unknown protein; Has 75 Blast hits to 71 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 69; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).,0.470590507,0.72453372,0.929786335,0.584507395,0.722033884,0.686290368
4,252032_at,T,F,AT3G52150,AT3G52150,RNA-binding (RRM/RBD/RNP motifs) family protein,0.470563176,0.737294551,0.93463623,0.546434733,0.760948039,0.689975346
4,248060_at,T,F,AT5G55560,AT5G55560,Protein kinase superfamily protein,0.470552627,0.752690864,0.941201399,0.536665159,0.774530735,0.695128157
3,267558_at,T,F,AT2G32700,LUH,LEUNIG_homolog,0.470551189,0.547778952,0.679540287,0.287600104,0.728008504,0.542695807
3,247505_at,T,F,AT5G61970,AT5G61970,signal recognition particle-related / SRP-related,0.470543676,0.533977714,0.763883326,0.313685497,0.717097704,0.559837584
3,248149_at,T,F,AT5G54855,AT5G54855,Pollen Ole e 1 allergen and extensin family protein,0.470532964,0.656026752,0.87870012,0.31455565,0.6358839,0.591139877
4,252139_at,T,F,AT3G51050,AT3G51050,FG-GAP repeat-containing protein,0.470502933,0.726495764,0.851794968,0.642925063,0.595944318,0.657532609
4,249576_at,T,F,AT5G37690,AT5G37690,SGNH hydrolase-type esterase superfamily protein,0.470471451,0.747616925,0.928641591,0.545800643,0.781742724,0.694854667
2,259416_at,T,F,AT1G02305,AT1G02305,Cysteine proteinases superfamily protein,0.470463212,0.634112474,0.743121037,0.178912827,0.355179739,0.476357858
3,254650_at,NA,NA,NA,NA,NA,0.470422927,0.666821405,0.79416723,0.373881417,0.736291564,0.608316908
