nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average
4,253943_at,T,F,AT4G27030,FADA|FAD4,fatty acid desaturase A,0.693123202,0.807167968,0.874002266,0.213060262,0.910062706,0.699483281
4,253947_at,T,F,AT4G26760,MAP65-2,microtubule-associated protein 65-2,0.565576669,0.722227983,0.829594626,0.083826715,0.848131458,0.60987149
4,253950_at,T,F,AT4G26910,AT4G26910,Dihydrolipoamide succinyltransferase,0.575548408,0.774082955,0.903177787,0.268302612,0.878643595,0.679951072
4,253951_at,T,F,AT4G26860,AT4G26860,"Predicted pyridoxal phosphate-dependent enzyme, YBL036C type",0.685893498,0.780106476,0.833554411,0.20900387,0.891339013,0.679979453
4,253953_at,T,F,AT4G26750,AT4G26750,hydroxyproline-rich glycoprotein family protein,0.534770921,0.85129169,0.506361699,0.047840151,0.694861307,0.527025154
4,253954_at,T,F,AT4G26970,ACO2,aconitase 2,0.614752253,0.880972734,0.863957283,0.133318202,0.926919741,0.683984042
4,253955_at,T,F,AT4G27000,ATRBP45C,RNA-binding (RRM/RBD/RNP motifs) family protein,0.709941021,0.955298737,0.797993944,0.159293873,0.940482655,0.712602046
4,253956_at,T,F,AT4G26700,ATFIM1|FIM1,fimbrin 1,0.657336907,0.89982786,0.856433219,0.127831662,0.953273254,0.69894058
4,253957_at,T,F,AT4G26320,AGP13,arabinogalactan protein 13,0.730400484,0.916399412,0.79277267,0.114426441,0.911664189,0.693132639
4,253960_at,NA,NA,NA,NA,NA,0.681649088,0.861483524,0.775261896,0.244817467,0.917052919,0.696052979
4,253961_at,T,F,AT4G26440,ATWRKY34|MSP3|WRKY34,WRKY DNA-binding protein 34,0.693946201,0.766821574,0.730577263,0.150237273,0.783059798,0.624928422
4,253963_at,T,F,AT4G26470,AT4G26470,Calcium-binding EF-hand family protein,0.644595195,0.882583578,0.885765577,0.130875878,0.93358574,0.695481194
4,253966_at,T,F,AT4G26520,AT4G26520,Aldolase superfamily protein,0.671345897,0.93337465,0.823769035,0.146019245,0.929288254,0.700759416
4,253967_at,T,F,AT4G26550,AT4G26550,Got1/Sft2-like vescicle transport protein family,0.738513946,0.840844873,0.82856644,0.302129068,0.861867752,0.714384416
4,253968_at,T,F,AT4G26560,CBL7,calcineurin B-like protein 7,0.531886536,0.786147052,0.823223768,0.149062071,0.788583848,0.615780655
4,253969_at,T,F,AT4G26430,CSN6B,COP9 signalosome subunit 6B,0.76143163,0.761011423,0.770929786,0.332021268,0.833879933,0.691854808
4,253971_at,T,F,AT4G26530,AT4G26530,Aldolase superfamily protein,0.662338295,0.918803367,0.842219814,0.132976144,0.949629102,0.701193345
4,253972_at,T,F,AT4G26500,CPSUFE|ATSUFE|EMB1374|SUFE1,chloroplast sulfur E,0.717404903,0.920724823,0.757038428,0.188541774,0.891297006,0.695001387
4,253973_at,T,F,AT4G26555,AT4G26555,FKBP-like peptidyl-prolyl cis-trans isomerase family protein,0.615344353,0.902465761,0.864711222,0.130165632,0.921950608,0.686927515
4,253977_at,T,F,AT4G26630,AT4G26630,DEK domain-containing chromatin associated protein,0.565611029,0.577086714,0.513975814,0.163125102,0.64147,0.492253732
4,253978_at,T,F,AT4G26660,AT4G26660,INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Kinesin-related protein (InterPro:IPR010544); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G55520.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.577672503,0.703333432,0.741673133,0.080029108,0.779744996,0.576490634
4,253980_at,T,F,AT4G26620,AT4G26620,Sucrase/ferredoxin-like family protein,0.676868706,0.834199572,0.816338301,0.20726127,0.886257585,0.684185087
4,253982_at,T,F,AT4G26570,CBL3|ATCBL3,calcineurin B-like 3,0.680469032,0.916982452,0.599532847,0.081207314,0.789552388,0.613548807
4,253985_at,T,F,AT4G26220,AT4G26220,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.671233154,0.922580408,0.817517688,0.086979363,0.91162417,0.681986957
4,253986_at,T,F,AT4G26210,AT4G26210,Mitochondrial ATP synthase subunit G protein,0.540225344,0.854579628,0.778766696,0.005486484,0.858179627,0.607447556
4,253987_at,T,F,AT4G26270,PFK3,phosphofructokinase 3,0.504841716,0.660001958,0.79735359,0.210264108,0.782995217,0.591091318
4,253992_at,T,F,AT4G26060,AT4G26060,Ribosomal protein L18ae family,0.643934585,0.871164867,0.890059793,0.18486344,0.938848155,0.705774168
4,253994_at,T,F,AT4G26080,ABI1|AtABI1,Protein phosphatase 2C family protein,0.587464893,0.658686395,0.761450143,0.340833079,0.819980734,0.633683049
4,253996_at,T,F,AT4G26110,NAP1;1|ATNAP1;1,nucleosome assembly protein1;1,0.693583875,0.888728795,0.673659095,0.11182296,0.903699225,0.65429879
4,253998_at,T,F,AT4G26010,AT4G26010,Peroxidase superfamily protein,0.665767162,0.901714463,0.864383619,0.140958208,0.916926914,0.697950073
4,254005_at,T,F,AT4G26330,ATSBT3.18|UNE17,Subtilisin-like serine endopeptidase family protein,0.596847691,0.703770187,0.730494208,0.250960701,0.722053363,0.60082523
4,254009_at,T,F,AT4G26390,AT4G26390,Pyruvate kinase family protein,0.58443441,0.589353915,0.746874561,0.189718133,0.715211545,0.565118513
4,254010_at,T,F,AT4G26240,AT4G26240,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.606920363,0.791308348,0.735156998,0.26288724,0.771882895,0.633631169
4,254011_at,T,F,AT4G26370,AT4G26370,antitermination NusB domain-containing protein,0.596382248,0.941727684,0.814758417,0.088726225,0.89866787,0.668052489
4,254014_at,T,F,AT4G26120,AT4G26120,Ankyrin repeat family protein / BTB/POZ domain-containing protein,0.681552254,0.889152479,0.784024929,0.074492784,0.889551862,0.663754862
4,254015_at,T,F,AT4G26140,BGAL12,beta-galactosidase 12,0.656384944,0.769966199,0.846955674,0.288226957,0.844987925,0.68130434
4,254016_at,T,F,AT4G26150,CGA1|GATA22,cytokinin-responsive gata factor 1,0.741617232,0.746571541,0.721532381,0.114124177,0.845080525,0.633785171
4,254020_at,T,F,AT4G25700,BCH1|chy1|B1|BETA-OHASE 1,beta-hydroxylase 1,0.694054665,0.792740665,0.867391093,0.232631298,0.907061985,0.698775941
4,254021_at,T,F,AT4G25650,TIC55-IV|ACD1-LIKE|PTC52,ACD1-like,0.591384166,0.884461883,0.843861921,0.101043072,0.91448634,0.667047476
4,254022_at,T,F,AT4G25750,AT4G25750,ABC-2 type transporter family protein,0.530608445,0.761165911,0.852210562,0.164625124,0.851817056,0.63208542
4,254024_at,T,F,AT4G25780,AT4G25780,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",0.779627484,0.864046459,0.78267775,0.186169766,0.916402359,0.705784764
4,254025_at,T,F,AT4G25790,AT4G25790,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",0.672889969,0.891116413,0.803412528,0.080464127,0.85855481,0.661287569
4,254027_at,T,F,AT4G25835,AT4G25835,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.640702857,0.745357287,0.59198769,0.095061354,0.736494809,0.561920799
4,254028_s_at,F,NA,AT4G25860,ORP4A,OSBP(oxysterol binding protein)-related protein 4A,0.521701916,0.781930547,0.850742635,0.126343202,0.840136888,0.624171038
4,254029_at,T,F,AT4G25870,AT4G25870,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",0.587729119,0.830425245,0.868051098,0.119761909,0.913373024,0.663868079
4,254032_at,T,F,AT4G25940,AT4G25940,ENTH/ANTH/VHS superfamily protein,0.556238088,0.892248855,0.723755218,0.131846248,0.801275802,0.621072842
4,254034_at,T,F,AT4G25960,PGP2,P-glycoprotein 2,0.692493184,0.907934115,0.855575015,0.145397126,0.951204693,0.710520827
4,254035_at,T,F,AT4G25970,PSD3,phosphatidylserine decarboxylase 3,0.539743391,0.50861928,0.760408176,0.283174393,0.714276102,0.561244268
4,254036_at,T,F,AT4G25980,AT4G25980,Peroxidase superfamily protein,0.551103368,0.736589813,0.502349711,0.101648641,0.715845842,0.521507475
4,254038_at,T,F,AT4G25910,NFU3|ATCNFU3,NFU domain protein 3,0.686217187,0.916738696,0.800896641,0.208334805,0.919287098,0.706294885
4,254039_at,T,F,AT4G25840,GPP1,glycerol-3-phosphatase 1,0.572183176,0.86475475,0.853202683,0.098862132,0.880923683,0.653985285
4,254040_at,T,F,AT4G25900,AT4G25900,Galactose mutarotase-like superfamily protein,0.564279685,0.808797243,0.900692019,0.150135179,0.903315349,0.665443895
4,254041_at,T,F,AT4G25830,AT4G25830,Uncharacterised protein family (UPF0497),0.640288371,0.785540846,0.885154296,0.168063081,0.889415591,0.673692437
4,254043_at,T,F,AT4G25990,CIL,CCT motif family protein,0.545957315,0.839771323,0.897541781,0.18710915,0.85008653,0.66409322
4,254044_at,T,F,AT4G25820,ATXTH14|XTH14|XTR9,xyloglucan endotransglucosylase/hydrolase 14,0.68987577,0.907033745,0.825703398,0.119479994,0.893145414,0.687047664
4,254045_at,T,F,AT4G25880,APUM6|PUM6,pumilio 6,0.58926189,0.695762026,0.820116127,0.166210762,0.814674126,0.617204986
4,254047_at,T,F,AT4G26040,AT4G26040,unknown protein; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.678047208,0.835286723,0.797881689,0.29067802,0.88380769,0.697140266
4,254048_at,T,F,AT4G25680,AT4G25680,PPPDE putative thiol peptidase family protein,0.65878582,0.874222347,0.739771488,0.290441132,0.799772529,0.672598663
4,254049_at,T,F,AT4G25740,AT4G25740,RNA binding Plectin/S10 domain-containing protein,0.562698756,0.829212995,0.646295865,0.057716831,0.781371945,0.575459279
4,254050_s_at,F,NA,AT4G25692,CPuORF13,conserved peptide upstream open reading frame 13,0.734893941,0.934385364,0.735450201,0.099871641,0.896136313,0.680147492
4,254051_at,T,F,AT4G25270,AT4G25270,Tetratricopeptide repeat (TPR)-like superfamily protein,0.655322527,0.912838862,0.767614852,0.139983128,0.82455473,0.66006282
4,254052_at,T,F,AT4G25280,AT4G25280,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.712518812,0.768467852,0.674210456,0.135556573,0.825015084,0.623153755
4,254054_at,T,F,AT4G25320,AT4G25320,AT hook motif DNA-binding family protein,0.746041937,0.905241393,0.851497539,0.19559618,0.945025732,0.728680556
4,254056_at,T,F,AT4G25250,AT4G25250,Plant invertase/pectin methylesterase inhibitor superfamily protein,0.586650878,0.829555282,0.699800324,0.070302791,0.830024407,0.603266737
4,254061_at,T,F,AT4G25360,TBL18,TRICHOME BIREFRINGENCE-LIKE 18,0.602194544,0.834774983,0.898406686,0.210665745,0.841571254,0.677522642
4,254063_at,T,F,AT4G25390,AT4G25390,Protein kinase superfamily protein,0.6483691,0.890847606,0.579110554,0.09940519,0.811437734,0.605834037
4,254067_at,NA,NA,NA,NA,NA,0.582266258,0.755216153,0.890817966,0.18939869,0.881839179,0.659907649
4,254068_at,T,F,AT4G25450,ATNAP8|NAP8,non-intrinsic ABC protein 8,0.755809045,0.874925352,0.834641981,0.193144963,0.923799052,0.716464079
4,254069_at,T,F,AT4G25434,NUDT10|ATNUDT10,nudix hydrolase homolog 10,0.561113332,0.81669419,0.853602755,0.293516857,0.863344724,0.677654371
4,254072_at,T,F,AT4G25370,AT4G25370,Double Clp-N motif protein,0.561090164,0.868997804,0.891160351,0.116929397,0.902661595,0.668167862
4,254073_at,T,F,AT4G25500,At-RS40,RNA-binding SR protein At-RS40 subfamily RS,0.787994085,0.827318129,0.736900424,0.210428728,0.921218932,0.69677206
4,254076_at,T,F,AT4G25340,ATFKBP53|FKBP53,FK506 BINDING PROTEIN 53,0.598770687,0.830427725,0.740453268,0.027206037,0.865300976,0.612431739
4,254078_at,T,F,AT4G25710,AT4G25710,Galactose oxidase/kelch repeat superfamily protein,0.548544167,0.849857336,0.886500457,0.088978879,0.913675674,0.657511303
4,254079_at,T,F,AT4G25730,AT4G25730,FtsJ-like methyltransferase family protein,0.671045854,0.863682017,0.72701501,0.095201232,0.870430662,0.645474955
4,254080_at,T,F,AT4G25630,ATFIB2|FIB2,fibrillarin 2,0.672440051,0.890912448,0.772518526,0.044652469,0.910866522,0.658278003
4,254082_at,T,F,AT4G25720,QC|ATQC|QCT,glutaminyl cyclase,0.689441593,0.824277555,0.899943453,0.273027388,0.899957868,0.717329571
4,254086_at,T,F,AT4G24820,AT4G24820,"26S proteasome, regulatory subunit Rpn7;Proteasome component (PCI) domain",0.744776786,0.877890284,0.852792925,0.256912441,0.932083469,0.732891181
4,254087_at,T,F,AT4G24840,AT4G24840,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: protein transport, Golgi organization; LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: COG complex component, COG2 (InterPro:IPR009316); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.655580032,0.916483144,0.785258119,0.180418191,0.89070596,0.685689089
4,254091_at,T,F,AT4G25070,AT4G25070,unknown protein; EXPRESSED IN: cultured cell; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G48860.2); Has 14837 Blast hits to 10961 proteins in 1163 species: Archae - 189; Bacteria - 1924; Metazoa - 7665; Fungi - 1127; Plants - 653; Viruses - 80; Other Eukaryotes - 3199 (source: NCBI BLink).,0.542178573,0.855181093,0.663880871,0.096335408,0.79696143,0.590907475
4,254092_at,T,F,AT4G25090,AT4G25090,Riboflavin synthase-like superfamily protein,0.630826237,0.889153671,0.882557675,0.132398033,0.929720437,0.692931211
4,254093_at,T,F,AT4G25110,MC2|AtMC2,metacaspase 2,0.613751345,0.799274974,0.810403757,0.203551472,0.821856905,0.649767691
4,254094_at,T,F,AT4G25120,SRS2|ATSRS2,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.66915473,0.73823518,0.734271341,0.318419436,0.830313703,0.658078878
4,254095_at,T,F,AT4G25140,OLEO1|OLE1,oleosin 1,0.689099701,0.803459661,0.605352441,0.168377761,0.723707093,0.597999331
4,254097_at,T,F,AT4G25160,AT4G25160,U-box domain-containing protein kinase family protein,0.725529909,0.821920716,0.681820687,0.191150981,0.79127405,0.642339269
4,254099_at,T,F,AT4G25130,PMSR4,peptide met sulfoxide reductase 4,0.65529094,0.872690093,0.851090887,0.109161259,0.894543047,0.676555245
4,254100_at,T,F,AT4G25020,AT4G25020,D111/G-patch domain-containing protein,0.645280412,0.76638629,0.875019713,0.250981208,0.890754821,0.685684489
4,254101_at,T,F,AT4G25000,ATAMY1|AMY1,alpha-amylase-like,0.67564459,0.788695704,0.698416893,0.311714118,0.791919572,0.653278176
4,254102_at,T,F,AT4G25050,ACP4,acyl carrier protein 4,0.664272304,0.896371217,0.884074038,0.163610239,0.94176853,0.710019265
4,254104_at,T,F,AT4G25040,AT4G25040,Uncharacterised protein family (UPF0497),0.751883062,0.807492563,0.747694014,0.160875609,0.903761623,0.674341374
4,254105_at,T,F,AT4G25080,CHLM,magnesium-protoporphyrin IX methyltransferase,0.638779351,0.876183882,0.87960192,0.171599538,0.929219764,0.699076891
4,254107_at,T,F,AT4G25220,RHS15,root hair specific 15,0.535430182,0.739446387,0.724979061,0.205025747,0.796440785,0.600264432
4,254108_at,T,F,AT4G25230,RIN2,RPM1 interacting protein 2,0.639320276,0.827122678,0.799525784,0.353976773,0.826920316,0.689373165
4,254109_at,T,F,AT4G25240,SKS1,SKU5 similar 1,0.675719374,0.865591104,0.825207678,0.118686935,0.929002161,0.68284145
4,254111_at,T,F,AT4G24890,PAP24|ATPAP24,purple acid phosphatase 24,0.693862478,0.861231822,0.815562345,0.224229391,0.904633448,0.699903897
4,254117_at,T,F,AT4G24750,AT4G24750,Rhodanese/Cell cycle control phosphatase superfamily protein,0.631860949,0.919329532,0.882391701,0.116613179,0.934799572,0.696998987
4,254121_at,T,F,AT4G24760,AT4G24760,alpha/beta-Hydrolases superfamily protein,0.573134356,0.869713104,0.785006111,0.202153736,0.78290215,0.642581891
4,254122_at,T,F,AT4G24510,VC-2|VC2|CER2,HXXXD-type acyl-transferase family protein,0.597602243,0.867640324,0.824925363,0.04385965,0.92195422,0.65119636
4,254123_at,T,F,AT4G24640,APPB1,Plant invertase/pectin methylesterase inhibitor superfamily protein,0.580421003,0.751465602,0.745629572,0.202491598,0.842110021,0.624423559
4,254126_at,T,F,AT4G24770,ATRBP33|RBP31|ATRBP31|CP31,31-kDa RNA binding protein,0.640673234,0.872240931,0.888912241,0.160948995,0.925811967,0.697717473
4,254127_at,T,F,AT4G24520,ATR1|AR1,P450 reductase 1,0.742073128,0.88861564,0.812877494,0.200111744,0.932286208,0.715192843
4,254128_at,T,F,AT4G24560,UBP16,ubiquitin-specific protease 16,0.774681325,0.869450622,0.650196108,0.188694538,0.906143343,0.677833187
4,254129_at,T,F,AT4G24650,ATIPT4|IPT4,isopentenyltransferase 4,0.612148585,0.622210356,0.675226303,0.333822686,0.738898303,0.596461246
4,254130_at,T,F,AT4G24540,AGL24,AGAMOUS-like 24,0.717067751,0.891691542,0.874261302,0.205486616,0.942825884,0.726266619
4,254131_at,T,F,AT4G24740,AME1|AFC2|FC2,FUS3-complementing gene 2,0.534198047,0.681532757,0.751105389,0.213130175,0.759845375,0.587962349
4,254132_at,T,F,AT4G24660,MEE68|HB22|ATHB22,homeobox protein 22,0.691771601,0.886546935,0.799877057,0.111370079,0.922085479,0.68233023
4,254133_at,T,F,AT4G24810,AT4G24810,Protein kinase superfamily protein,0.614108434,0.886554837,0.725168108,0.144858328,0.813878852,0.636913712
4,254135_at,T,F,AT4G24860,AT4G24860,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.677755257,0.742678505,0.551942961,0.064272036,0.714613872,0.550252526
4,254137_at,T,F,AT4G24930,AT4G24930,"thylakoid lumenal 17.9 kDa protein, chloroplast",0.698268502,0.900079,0.873895821,0.177749775,0.955790657,0.721156751
4,254138_at,T,F,AT4G24950,AT4G24950,unknown protein; Has 4 Blast hits to 4 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 4; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.570559281,0.692999829,0.731115593,0.106195739,0.735955681,0.567365225
4,254139_at,T,F,AT4G24600,AT4G24600,unknown protein; Has 10 Blast hits to 10 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 10; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.502679496,0.642727059,0.830700732,0.262242287,0.753003302,0.598270575
4,254140_at,T,F,AT4G24610,AT4G24610,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 12 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G65440.1); Has 820 Blast hits to 264 proteins in 74 species: Archae - 0; Bacteria - 15; Metazoa - 77; Fungi - 83; Plants - 96; Viruses - 0; Other Eukaryotes - 549 (source: NCBI BLink).,0.580889762,0.585390179,0.809137135,0.290399523,0.792806622,0.611724644
4,254144_at,T,F,AT4G24690,AT4G24690,ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein,0.638312344,0.72595696,0.841724572,0.288218305,0.869603565,0.672763149
4,254145_at,T,F,AT4G24700,AT4G24700,unknown protein; Has 20 Blast hits to 20 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.735823358,0.846750961,0.815601925,0.167509303,0.928061368,0.698749383
4,254146_at,T,F,AT4G24260,KOR3|ATGH9A3|GH9A3,glycosyl hydrolase 9A3,0.588310119,0.707918611,0.853312186,0.394163986,0.852174278,0.679175836
4,254147_at,T,F,AT4G24270,EMB140,EMBRYO DEFECTIVE 140,0.578301935,0.639994031,0.57085314,0.130599907,0.706016989,0.5251532
4,254148_at,T,F,AT4G24280,cpHsc70-1,chloroplast heat shock protein 70-1,0.766022207,0.876887829,0.835302744,0.28722528,0.925259441,0.7381395
4,254149_at,T,F,AT4G24300,AT4G24300,"Peptidase C50, separase",0.714034971,0.810197658,0.773106808,0.39791955,0.870576894,0.713167176
4,254150_at,T,F,AT4G24350,AT4G24350,Phosphorylase superfamily protein,0.605432397,0.876530555,0.824150366,0.024814251,0.88243369,0.642672252
4,254151_at,T,F,AT4G24390,AT4G24390,RNI-like superfamily protein,0.629234687,0.575792632,0.820132641,0.352456803,0.754111608,0.626345674
4,254153_at,T,F,AT4G24450,ATGWD2|PWD|GWD3,"phosphoglucan, water dikinase",0.723169373,0.906363219,0.682937809,0.196461356,0.846253287,0.671037009
4,254154_at,T,F,AT4G24460,CLT2,CRT (chloroquine-resistance transporter)-like transporter 2,0.679739716,0.872719952,0.828645693,0.124732877,0.877050868,0.676577821
4,254155_at,T,F,AT4G24480,AT4G24480,Protein kinase superfamily protein,0.637197313,0.881490095,0.884498856,0.135579846,0.954654121,0.698684046
4,254157_at,T,F,AT4G24220,AWI31|VEP1,NAD(P)-binding Rossmann-fold superfamily protein,0.717019946,0.64700542,0.581653037,0.436213161,0.713435743,0.619065461
4,254159_at,T,F,AT4G24240,WRKY7|ATWRKY7,WRKY DNA-binding protein 7,0.580221005,0.80011741,0.629155306,0.035238536,0.832511815,0.575448814
4,254160_at,T,F,AT4G24210,SLY1,F-box family protein,0.51811532,0.804694426,0.839563703,0.371042635,0.788374584,0.664358134
4,254162_at,T,F,AT4G24440,AT4G24440,transcription initiation factor IIA gamma chain / TFIIA-gamma (TFIIA-S),0.542071229,0.907479339,0.59232047,0.035306586,0.784797392,0.572395003
4,254163_s_at,F,NA,AT4G24350,AT4G24350,Phosphorylase superfamily protein,0.743181688,0.899146842,0.709696851,0.074788906,0.876589027,0.660680663
4,254165_at,T,F,AT4G24330,AT4G24330,Protein of unknown function (DUF1682),0.692857329,0.938626677,0.742642702,0.067213498,0.906233491,0.669514739
4,254167_at,T,F,AT4G24400,PKS11|CIPK8|SnRK3.13|ATCIPK8,CBL-interacting protein kinase 8,0.671489428,0.891168187,0.869927289,0.268402637,0.922046695,0.724606847
4,254169_at,T,F,AT4G24290,AT4G24290,MAC/Perforin domain-containing protein,0.740831766,0.848758228,0.767437889,0.299109279,0.896668768,0.710561186
4,254172_at,T,F,AT4G24550,AT4G24550,Clathrin adaptor complexes medium subunit family protein,0.732856438,0.818877971,0.714698017,0.23820961,0.801037894,0.661135986
4,254174_at,T,F,AT4G24120,YSL1|ATYSL1,YELLOW STRIPE like 1,0.742458961,0.883846505,0.811354174,0.148617908,0.942917092,0.705838928
4,254178_at,T,F,AT4G23880,AT4G23880,unknown protein; Has 73 Blast hits to 69 proteins in 22 species: Archae - 0; Bacteria - 4; Metazoa - 9; Fungi - 2; Plants - 18; Viruses - 0; Other Eukaryotes - 40 (source: NCBI BLink).,0.515587266,0.679378438,0.770885981,0.164076158,0.781825738,0.582350716
4,254179_at,T,F,AT4G23910,AT4G23910,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G10970.4); Has 52 Blast hits to 52 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 52; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.672177081,0.871596717,0.624004488,0.059159855,0.881363819,0.621660392
4,254181_at,T,F,AT4G23940,AT4G23940,FtsH extracellular protease family,0.738114895,0.927405735,0.832824824,0.173248489,0.954551226,0.725229034
4,254185_at,T,F,AT4G23990,ATCSLG3|CSLG3,cellulose synthase like G3,0.631332437,0.935188228,0.779784078,0.048823425,0.898459675,0.658717569
4,254186_at,T,F,AT4G24010,ATCSLG1|CSLG1,cellulose synthase like G1,0.663244452,0.877995941,0.777594067,0.060780309,0.892213602,0.654365674
4,254187_at,T,F,AT4G23890,AT4G23890,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3252 (InterPro:IPR021659); Has 287 Blast hits to 287 proteins in 81 species: Archae - 0; Bacteria - 118; Metazoa - 12; Fungi - 6; Plants - 40; Viruses - 0; Other Eukaryotes - 111 (source: NCBI BLink).",0.636287635,0.899369552,0.861108647,0.15911151,0.924452809,0.696066031
4,254189_at,T,F,AT4G24000,ATCSLG2|CSLG2,cellulose synthase like G2,0.706247496,0.721216606,0.601678469,0.208871411,0.68501503,0.584605803
4,254190_at,T,F,AT4G23885,AT4G23885,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G24165.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.643108245,0.892909005,0.893190447,0.188186469,0.922365955,0.707952024
4,254194_at,T,F,AT4G23980,ARF9,auxin response factor 9,0.659789721,0.823889127,0.881357007,0.235586758,0.926493362,0.705423195
4,254198_at,T,F,AT4G24090,AT4G24090,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 144 Blast hits to 142 proteins in 73 species: Archae - 3; Bacteria - 62; Metazoa - 7; Fungi - 13; Plants - 44; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink).,0.669470213,0.92116636,0.868854448,0.173432728,0.939817634,0.714548277
4,254199_at,NA,NA,NA,NA,NA,0.618700973,0.916909812,0.755444482,0.107254917,0.81957665,0.643577367
4,254201_at,T,F,AT4G24130,AT4G24130,"Protein of unknown function, DUF538",0.56367829,0.879775762,0.875772507,0.07993236,0.907612213,0.661354226
4,254202_at,T,F,AT4G24140,AT4G24140,alpha/beta-Hydrolases superfamily protein,0.661106832,0.902442186,0.857800922,0.144722089,0.936124258,0.700439258
4,254206_at,T,F,AT4G24180,ATTLP1|TLP1,THAUMATIN-LIKE PROTEIN 1,0.617635387,0.867185888,0.863401248,0.117086182,0.897133711,0.672488483
4,254207_at,T,F,AT4G24060,AT4G24060,Dof-type zinc finger DNA-binding family protein,0.747217028,0.909131093,0.782817349,0.294504178,0.908081766,0.728350283
4,254208_at,T,F,AT4G24175,AT4G24175,unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0307 (InterPro:IPR006839); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.65779188,0.873837568,0.773557048,0.248842022,0.823884366,0.675582577
