nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average,,,,,,,,,,,
3,249544_at,T,F,AT5G38110,SGA1|ASF1B|SGA01,anti- silencing function 1b,0.165676821,0.702502964,0.713488595,0.102073666,0.704823719,0.477713153,,,,,,,,,,,
3,249545_at,T,F,AT5G38030,AT5G38030,MATE efflux family protein,0.128380962,0.742180816,0.914578798,0.062958504,0.728911309,0.515402078,,,,,,,,,,,
3,249546_at,T,F,AT5G38150,PMI15,Plant protein of unknown function (DUF827),0.013735298,0.551440921,0.787723188,0.209923227,0.523232062,0.417210939,,,,,,,,,,,
3,249547_at,T,F,AT5G38160,AT5G38160,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.365567414,0.543070653,0.679680724,0.2390744,0.515469955,0.468572629,,,,,,,,,,,
3,249550_at,T,F,AT5G38210,AT5G38210,Protein kinase family protein,0.102091545,0.6420693,0.64770865,0.043880685,0.722602314,0.431670499,,,,,,,,,,,
3,249554_at,T,F,AT5G38290,AT5G38290,Peptidyl-tRNA hydrolase family protein,0.113745265,0.761416024,0.891198936,0.085435439,0.726643644,0.515687862,,,,,,,,,,,
3,249557_at,T,F,AT5G38280,PR5K,PR5-like receptor kinase,0.120910243,0.718435453,0.911719927,0.102685368,0.694474266,0.509645051,,,,,,,,,,,
3,249561_at,T,F,AT5G38340,AT5G38340,Disease resistance protein (TIR-NBS-LRR class) family,0.184032756,0.708118434,0.897542708,0.019250692,0.759547948,0.513698507,,,,,,,,,,,
3,249562_at,T,F,AT5G38350,AT5G38350,Disease resistance protein (NBS-LRR class) family,0.228430785,0.683509319,0.88163693,0.022671379,0.716789108,0.506607504,,,,,,,,,,,
3,249567_at,T,F,AT5G38020,AT5G38020,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.051591884,0.544216388,0.723018838,0.14274667,0.799740735,0.452262903,,,,,,,,,,,
3,249568_at,T,F,AT5G38040,AT5G38040,UDP-Glycosyltransferase superfamily protein,0.591019784,0.578473086,0.615904107,0.341842186,0.382989695,0.502045772,,,,,,,,,,,
3,249570_at,T,F,AT5G38080,AT5G38080,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G38090.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.139207615,0.680757358,0.693409123,0.083255271,0.558394762,0.431004826,,,,,,,,,,,
3,249576_at,T,F,AT5G37690,AT5G37690,SGNH hydrolase-type esterase superfamily protein,0.079137579,0.736014208,0.883176809,0.092452719,0.702483627,0.498652988,,,,,,,,,,,
3,249579_at,T,F,AT5G37680,ARLA1A|ATARLA1A,ADP-ribosylation factor-like A1A,0.299398046,0.568994635,0.639851977,0.424986154,0.535465555,0.493739273,,,,,,,,,,,
3,249580_at,T,F,AT5G37740,AT5G37740,Calcium-dependent lipid-binding (CaLB domain) family protein,0.066439466,0.752932464,0.891941569,0.175583032,0.647017641,0.506782834,,,,,,,,,,,
3,249581_at,T,F,AT5G37600,ATGSR1|ATGLN1;1|GLN1;1|GSR 1,glutamine synthase clone R1,0.150167431,0.852657193,0.933317319,0.075339223,0.69874717,0.542045667,,,,,,,,,,,
3,249582_at,T,F,AT5G37780,ACAM-1|CAM1|TCH1,calmodulin 1,0.107879964,0.711892177,0.847428112,0.060104238,0.52776062,0.451013022,,,,,,,,,,,
3,249585_at,T,F,AT5G37830,OXP1,oxoprolinase 1,0.327465839,0.788511984,0.86532108,0.068296887,0.620797741,0.534078706,,,,,,,,,,,
3,249588_at,T,F,AT5G37790,AT5G37790,Protein kinase superfamily protein,0.057994041,0.747469314,0.728445649,0.003137284,0.741239259,0.455657109,,,,,,,,,,,
3,249594_at,T,F,AT5G37910,AT5G37910,Protein with RING/U-box and TRAF-like domains,0.262932626,0.522927882,0.588519418,0.341462856,0.658210703,0.474810697,,,,,,,,,,,
3,249596_s_at,F,NA,AT5G38010,AT5G38010,UDP-Glycosyltransferase superfamily protein,0.184121841,0.61245949,0.770549618,0.029352464,0.750654643,0.469427611,,,,,,,,,,,
3,249597_at,T,F,AT5G37960,AT5G37960,GroES-like family protein,0.005181667,0.576540556,0.678324005,0.195349343,0.726863296,0.436451774,,,,,,,,,,,
3,249599_at,T,F,AT5G37990,AT5G37990,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.006518938,0.64995956,0.780515162,0.138399787,0.702308533,0.455540396,,,,,,,,,,,
3,249600_s_at,F,NA,AT5G37940,AT5G37940,Zinc-binding dehydrogenase family protein,0.187381009,0.677909474,0.807783939,0.027453982,0.736421899,0.487390061,,,,,,,,,,,
3,249603_at,T,F,AT5G37210,AT5G37210,Cysteine/Histidine-rich C1 domain family protein,0.258975466,0.692593228,0.86188691,0.209459335,0.529446226,0.510472233,,,,,,,,,,,
3,249607_at,T,F,AT5G37280,AT5G37280,RING/U-box superfamily protein,0.161616194,0.623680359,0.668268702,0.132716241,0.620628071,0.441381914,,,,,,,,,,,
3,249609_at,NA,NA,NA,NA,NA,0.217025631,0.542690944,0.593843793,0.075382913,0.590405506,0.403869757,,,,,,,,,,,
3,249610_at,T,F,AT5G37360,AT5G37360,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.001837392,0.73073075,0.868929324,0.145549266,0.660627895,0.481534925,,,,,,,,,,,
3,249617_at,T,F,AT5G37450,AT5G37450,Leucine-rich repeat protein kinase family protein,0.026949526,0.600803798,0.80638917,0.120239422,0.771890906,0.465254565,,,,,,,,,,,
3,249618_at,T,F,AT5G37490,AT5G37490,ARM repeat superfamily protein,0.382600316,0.62115346,0.624405916,0.385701803,0.504136587,0.503599617,,,,,,,,,,,
3,249620_at,T,F,AT5G37520,AT5G37520,Protein of Unknown Function (DUF239),0.258787495,0.842204311,0.893867298,0.065222071,0.611880007,0.534392237,,,,,,,,,,,
3,249623_at,T,F,AT5G37560,AT5G37560,RING/U-box superfamily protein,0.23707053,0.609575045,0.645818897,0.224753225,0.52994664,0.449432867,,,,,,,,,,,
3,249625_at,T,F,AT5G37480,AT5G37480,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.009149845,0.83457057,0.881139831,0.161292928,0.604785737,0.498187782,,,,,,,,,,,
3,249627_at,T,F,AT5G37510,EMB1467|CI76,"NADH-ubiquinone dehydrogenase, mitochondrial, putative",0.45093549,0.847347966,0.930574627,0.169701829,0.752591696,0.630230322,,,,,,,,,,,
3,249632_at,T,F,AT5G37170,AT5G37170,O-methyltransferase family protein,0.285145633,0.640907635,0.712771562,0.01012591,0.539117158,0.437613579,,,,,,,,,,,
3,249637_at,T,F,AT5G36900,AT5G36900,unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0.30317465,0.825155355,0.849767439,0.154199472,0.60600936,0.547661255,,,,,,,,,,,
3,249638_at,T,F,AT5G36880,ACS,acetyl-CoA synthetase,0.147586394,0.782656907,0.925222098,0.045145453,0.787204586,0.537563088,,,,,,,,,,,
3,249644_at,T,F,AT5G37010,AT5G37010,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G65710.1); Has 6746 Blast hits to 5259 proteins in 486 species: Archae - 7; Bacteria - 485; Metazoa - 3508; Fungi - 577; Plants - 378; Viruses - 50; Other Eukaryotes - 1741 (source: NCBI BLink).,0.197299966,0.49149214,0.579593345,0.530922805,0.759827291,0.511827109,,,,,,,,,,,
3,249645_at,T,F,AT5G36910,THI2.2,thionin 2.2,0.036685371,0.74526267,0.857769202,0.224037491,0.590339069,0.490818761,,,,,,,,,,,
3,249647_at,T,F,AT5G37040,AT5G37040,F-box family protein,0.051580076,0.722377872,0.737248412,0.109203264,0.58457361,0.440996647,,,,,,,,,,,
3,249648_at,T,F,AT5G37050,AT5G37050,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: sorting nexin 2A (TAIR:AT5G58440.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.22867804,0.561758599,0.637325645,0.414335344,0.64795259,0.498010044,,,,,,,,,,,
3,249655_at,T,F,AT5G37110,AT5G37110,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G13250.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G05080.1); similar to AT hook motif-containing protein-related [Arabidopsis thaliana] (TAIR:AT3G42100.1); similar to hypothetical protein 27.t00039 [Brassica oleracea] (GB:ABD65060.1); similar to hypothetical protein 31.t00030 [Brassica oleracea] (GB:ABD65117.1); similar to AAA ATPase [Medicago truncatula] (GB:ABE80108.1); contains InterPro domain Herpes helicase; (InterPro:IPR003840); contains InterPro domain Protein of unknown function DUF889, eukaryote; (InterPro:IPR010285)",0.265914045,0.598443316,0.702859932,0.018407547,0.530521161,0.4232292,,,,,,,,,,,
3,249658_s_at,F,NA,AT5G36700,ATPGLP1|PGLP1,2-phosphoglycolate phosphatase 1,0.079653041,0.730851621,0.893772505,0.135555061,0.643949703,0.496756386,,,,,,,,,,,
3,249670_at,T,F,AT5G35890,AT5G35890,Beta-galactosidase related protein,0.154856308,0.5954474,0.724195311,0.00568372,0.578657449,0.411768037,,,,,,,,,,,
3,249671_at,T,F,AT5G35900,LBD35,LOB domain-containing protein 35,0.109464087,0.591280289,0.747096408,0.203906961,0.514469856,0.43324352,,,,,,,,,,,
3,249675_at,T,F,AT5G35940,AT5G35940,Mannose-binding lectin superfamily protein,0.081585335,0.600311133,0.77628577,0.036048666,0.732142077,0.445274596,,,,,,,,,,,
3,249679_at,T,T,AT5G35980,YAK1,yeast YAK1-related gene 1,0.261971508,0.6449922,0.865328768,0.101619968,0.682886307,0.51135975,,,,,,,,,,,
3,249681_s_at,F,NA,AT1G35080,AT1G35080,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G42490.1),0.045340641,0.524973523,0.622606971,0.008948636,0.529605204,0.346294995,,,,,,,,,,,
3,249683_x_at,T,F,AT5G36090,AT5G36090,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G28010.1); contains InterPro domain Protein of unknown function DUF321; (InterPro:IPR005529),0.246694716,0.70338456,0.89880743,0.071475246,0.640495565,0.512171503,,,,,,,,,,,
3,249684_s_at,F,NA,AT5G36110,CYP716A1,"cytochrome P450, family 716, subfamily A, polypeptide 1",0.232216263,0.668034588,0.802842385,0.264535824,0.51829639,0.49718509,,,,,,,,,,,
3,249685_at,NA,NA,NA,NA,NA,0.046781432,0.653932007,0.849898219,0.18044811,0.652449711,0.476701896,,,,,,,,,,,
3,249689_at,T,F,AT5G36190,AT5G36190,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: F-box and associated interaction domains-containing protein (TAIR:AT5G36200.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.254956143,0.733189795,0.860526401,0.108783215,0.617592976,0.515009706,,,,,,,,,,,
3,249691_at,T,F,AT5G36170,HCF109|ATPRFB,high chlorophyll fluorescent 109,0.084590085,0.702509263,0.87202978,0.117488027,0.656599627,0.486643356,,,,,,,,,,,
3,249694_at,T,F,AT5G35790,G6PD1,glucose-6-phosphate dehydrogenase 1,0.056663679,0.73176263,0.879150802,0.196790039,0.611901128,0.495253655,,,,,,,,,,,
3,249696_at,T,F,AT5G35820,AT5G35820,"copia-like retrotransposon family, has a 0. P-value blast match to GB:CAA31653 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)",0.270687386,0.768777848,0.799327271,0.023292122,0.547466193,0.481910164,,,,,,,,,,,
3,249700_at,T,F,AT5G35530,AT5G35530,Ribosomal protein S3 family protein,0.07728745,0.634705481,0.809058734,0.141195417,0.635692917,0.459588,,,,,,,,,,,
3,249704_at,T,F,AT5G35550,TT2|ATTT2|MYB123|ATMYB123,Duplicated homeodomain-like superfamily protein,0.033405965,0.650415566,0.75742246,0.139150119,0.668186503,0.449716123,,,,,,,,,,,
3,249705_at,T,F,AT5G35580,AT5G35580,Protein kinase superfamily protein,0.015808841,0.719654278,0.874938325,0.140293055,0.681718823,0.486482664,,,,,,,,,,,
3,249708_at,T,F,AT5G35660,AT5G35660,Glycine-rich protein family,0.35542861,0.593998425,0.570034338,0.409458057,0.506589687,0.487101823,,,,,,,,,,,
3,249710_at,T,F,AT5G35630,GLN2|GS2|ATGSL1,glutamine synthetase 2,0.076798843,0.705490748,0.838566397,0.308294529,0.526124517,0.491055007,,,,,,,,,,,
3,249711_at,T,F,AT5G35680,AT5G35680,"Nucleic acid-binding, OB-fold-like protein",0.45363946,0.754861614,0.914381805,0.294871646,0.677085095,0.618967924,,,,,,,,,,,
3,249712_at,T,F,AT5G35620,eIFiso4E|EIF(ISO)4E|LSP1|LSP|EIF4E2,Eukaryotic initiation factor 4E protein,0.165768549,0.627485943,0.824742279,0.32844651,0.809205771,0.55112981,,,,,,,,,,,
3,249714_at,T,F,AT5G35710,AT5G35710,"copia-like retrotransposon family, has a 2.5e-48 P-value blast match to dbj|BAA78425.1| polyprotein (Arabidopsis thaliana) (AtRE1) (Ty1_Copia-element)",0.1075897,0.687181464,0.84396649,0.027843304,0.647668712,0.462849934,,,,,,,,,,,
3,249715_at,T,F,AT5G35760,AT5G35760,Beta-galactosidase related protein,0.215011256,0.72842918,0.852220237,0.020962592,0.671596996,0.497644052,,,,,,,,,,,
3,249716_at,T,F,AT5G35770,SAP,Transducin/WD40 repeat-like superfamily protein,0.574458353,0.542808189,0.686188033,0.333232697,0.484589819,0.524255418,,,,,,,,,,,
3,249717_at,T,F,AT5G35730,AT5G35730,EXS (ERD1/XPR1/SYG1) family protein,0.258477268,0.74518301,0.935429189,0.124180849,0.778121866,0.568278436,,,,,,,,,,,
3,249720_at,T,F,AT5G35700,FIM2,fimbrin-like protein 2,0.190971581,0.725066776,0.757551797,0.047905158,0.707888741,0.485876811,,,,,,,,,,,
3,249722_at,T,T,AT5G35430,AT5G35430,Tetratricopeptide repeat (TPR)-like superfamily protein,0.8426519,0.537293813,0.661348893,0.467060398,0.342787915,0.570228584,,,,,,,,,,,
3,249726_at,T,F,AT5G35480,AT5G35480,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.024540322,0.746688502,0.82215099,0.221057314,0.654991257,0.493885677,,,,,,,,,,,
3,249727_at,T,F,AT5G35490,MRU1|ATMRU1,mto 1 responding up 1,0.050076527,0.689488401,0.832119789,0.255492279,0.596676223,0.484770644,,,,,,,,,,,
3,249729_at,T,F,AT5G24410,PGL4,6-phosphogluconolactonase 4,0.113780278,0.634273768,0.745155341,0.325753488,0.518811085,0.467554792,,,,,,,,,,,
3,249730_at,T,F,AT5G24430,AT5G24430,Calcium-dependent protein kinase (CDPK) family protein,0.177342767,0.844264979,0.922333738,0.140863869,0.641974738,0.545356018,,,,,,,,,,,
3,249732_at,T,F,AT5G24420,PGL5,6-phosphogluconolactonase 5,0.047726886,0.712447199,0.870893442,0.163638454,0.585985844,0.476138365,,,,,,,,,,,
3,249733_at,T,F,AT5G24400,PGL3|EMB2024,NagB/RpiA/CoA transferase-like superfamily protein,0.177871933,0.717382006,0.911095515,0.084402012,0.641396121,0.506429517,,,,,,,,,,,
3,249734_at,T,F,AT5G24360,ATIRE1-1|IRE1-1,inositol requiring 1-1,0.389485093,0.830437999,0.889240135,0.175699384,0.546634861,0.566299494,,,,,,,,,,,
3,249737_at,T,F,AT5G24480,AT5G24480,Beta-galactosidase related protein,0.187685338,0.61577278,0.652639279,0.037688891,0.503822227,0.399521703,,,,,,,,,,,
3,249739_at,T,F,AT5G24520,TTG1|ATTTG1|URM23|TTG,Transducin/WD40 repeat-like superfamily protein,0.005431164,0.600232726,0.790571589,0.049913788,0.513745079,0.391978869,,,,,,,,,,,
3,249742_at,T,F,AT5G24490,AT5G24490,"30S ribosomal protein, putative",0.161950833,0.743805073,0.894049137,0.104386126,0.683795802,0.517597394,,,,,,,,,,,
3,249749_at,NA,NA,NA,NA,NA,0.253999055,0.793738334,0.880260445,0.378452602,0.706208121,0.602531711,,,,,,,,,,,
3,249750_at,T,F,AT5G24570,AT5G24570,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.063035632,0.576670455,0.689526125,0.147102831,0.702607193,0.435788447,,,,,,,,,,,
3,249751_at,T,F,AT5G24650,AT5G24650,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,0.196510416,0.549414579,0.694554228,0.295329421,0.522150302,0.451591789,,,,,,,,,,,
3,249753_at,T,F,AT5G24610,AT5G24610,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G49550.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.136422659,0.648915097,0.774110589,0.023113049,0.773544507,0.47122118,,,,,,,,,,,
3,249754_at,T,F,AT5G24530,DMR6,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.206729502,0.720411297,0.916409755,0.032733683,0.625709365,0.50039872,,,,,,,,,,,
3,249762_at,T,F,AT5G24000,AT5G24000,Protein of unknown function (DUF819),0.007431803,0.597708293,0.802413571,0.0103408,0.664360725,0.416451039,,,,,,,,,,,
3,249764_at,T,F,AT5G24020,ATMIND1|MIND|ARC11,septum site-determining protein (MIND),0.085585032,0.736763501,0.913931473,0.120198658,0.646616714,0.500619076,,,,,,,,,,,
3,249765_at,T,F,AT5G24030,SLAH3,SLAC1 homologue 3,0.083679982,0.581111262,0.724891683,0.032562948,0.67659923,0.419769021,,,,,,,,,,,
3,249767_at,T,F,AT5G24090,ATCHIA|CHIA,chitinase A,0.086763617,0.73475067,0.881122764,0.080167429,0.68754459,0.494069814,,,,,,,,,,,
3,249768_at,T,F,AT5G24100,AT5G24100,Leucine-rich repeat protein kinase family protein,0.114472851,0.652821765,0.772306558,0.19684741,0.646220003,0.476533718,,,,,,,,,,,
3,249772_at,T,F,AT5G24130,AT5G24130,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: petal, leaf whorl, flower; EXPRESSED DURING: 4 anthesis, petal differentiation and expansion stage; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.050588934,0.692648945,0.778426628,0.117426034,0.715979903,0.471014089,,,,,,,,,,,
3,249773_at,T,F,AT5G24140,SQP2,squalene monooxygenase 2,0.147248924,0.675012357,0.679379557,0.177702772,0.576942663,0.451257254,,,,,,,,,,,
3,249774_at,T,F,AT5G24150,SQP1|SQE5,FAD/NAD(P)-binding oxidoreductase family protein,0.009160829,0.747665436,0.878304647,0.161298116,0.641726137,0.487631033,,,,,,,,,,,
3,249775_at,T,F,AT5G24160,SQE6,squalene monoxygenase 6,0.028977875,0.655217313,0.770516896,0.124435178,0.674393586,0.45070817,,,,,,,,,,,
3,249777_at,T,F,AT5G24210,AT5G24210,alpha/beta-Hydrolases superfamily protein,0.082618463,0.763410361,0.897095141,0.107915227,0.609179772,0.492043793,,,,,,,,,,,
3,249779_at,T,F,AT5G24230,AT5G24230,Lipase class 3-related protein,0.005959795,0.620676811,0.84682098,0.163285808,0.675590382,0.462466755,,,,,,,,,,,
3,249782_at,T,F,AT5G24260,AT5G24260,prolyl oligopeptidase family protein,0.010963742,0.689469597,0.751961064,0.030032495,0.593245316,0.415134443,,,,,,,,,,,
3,249783_at,T,F,AT5G24270,ATSOS3|SOS3|CBL4,Calcium-binding EF-hand family protein,0.213486056,0.764343912,0.912404778,0.125014066,0.538124846,0.510674731,,,,,,,,,,,
3,249784_at,T,F,AT5G24280,GMI1,gamma-irradiation and mitomycin c induced 1,0.019145283,0.720827504,0.77308926,0.046079123,0.558573773,0.423542989,,,,,,,,,,,
3,249785_at,T,F,AT5G24300,SSI1|SSI|ATSS1,"Glycogen/starch synthases, ADP-glucose type",0.124375778,0.674022678,0.874391264,0.051705764,0.568936034,0.458686304,,,,,,,,,,,
3,249786_at,T,F,AT5G24310,ABIL3,ABL interactor-like protein 3,0.362211964,0.786930445,0.854983525,0.1470373,0.707734884,0.571779624,,,,,,,,,,,
3,249788_at,T,F,AT5G24330,SDG34|ATXR6,ARABIDOPSIS TRITHORAX-RELATED PROTEIN 6,0.22446439,0.370866581,0.503825827,0.609580529,0.695717326,0.48089093,,,,,,,,,,,
3,249790_at,T,F,AT5G24290,AT5G24290,Vacuolar iron transporter (VIT) family protein,0.088985662,0.702198966,0.877974117,1.26E-01,0.849190592,0.528782847,,,,,,,,,,,
3,249792_at,T,F,AT5G23720,PHS1,dual specificity protein phosphatase family protein,0.232780092,0.854288249,0.958429137,7.31E-04,0.677043124,0.544654359,,,,,,,,,,,
3,249793_at,T,F,AT5G23680,AT5G23680,Sterile alpha motif (SAM) domain-containing protein,0.282297743,0.633524452,0.612207226,0.436826661,0.668373441,0.526645905,,,,,,,,,,,
3,249794_at,T,F,AT5G23530,CXE18|AtCXE18,carboxyesterase 18,0.170546156,0.788978509,0.934173303,0.069517945,0.764840064,0.545611195,,,,,,,,,,,
3,249795_at,T,F,AT5G23740,RPS11-BETA,ribosomal protein S11-beta,0.229443056,0.626943576,0.778426506,0.283955752,0.717345934,0.527222965,,,,,,,,,,,
3,249796_at,T,F,AT5G23540,AT5G23540,Mov34/MPN/PAD-1 family protein,0.146200515,0.831434754,0.92013834,0.13724359,0.78421035,0.56384551,,,,,,,,,,,
3,249801_at,T,F,AT5G23580,ATCDPK9|CPK12|CDPK9|ATCPK12,calmodulin-like domain protein kinase 9,0.397238427,0.764223746,0.942487575,0.063304991,0.637171789,0.560885306,,,,,,,,,,,
3,249803_at,T,F,AT5G23780,DUF9|ATDUF9,DOMAIN OF UNKNOWN FUNCTION 724 9,0.263071658,0.607153161,0.771449557,0.324249421,0.641470882,0.521478936,,,,,,,,,,,
3,249806_at,T,F,AT5G23850,AT5G23850,Arabidopsis thaliana protein of unknown function (DUF821),0.3157458,0.664558352,0.806933413,0.143984909,0.57624472,0.501493439,,,,,,,,,,,
3,249807_at,T,F,AT5G23870,AT5G23870,Pectinacetylesterase family protein,0.022642932,0.547440229,0.555132014,0.287186542,0.51156422,0.384793187,,,,,,,,,,,
3,249812_at,T,F,AT5G23830,AT5G23830,MD-2-related lipid recognition domain-containing protein,0.050585685,0.731069261,0.891918291,0.130539682,0.677416382,0.49630586,,,,,,,,,,,
3,249813_at,T,F,AT5G23940,EMB3009|DCR|PEL3,HXXXD-type acyl-transferase family protein,0.077026412,0.624686883,0.844970547,0.058480872,0.556931856,0.432419314,,,,,,,,,,,
3,249815_at,T,F,AT5G23900,AT5G23900,Ribosomal protein L13e family protein,0.128176922,0.698847865,0.898151084,0.041178172,0.583098491,0.469890507,,,,,,,,,,,
3,249826_at,T,F,AT5G23310,FSD3,Fe superoxide dismutase 3,0.007667455,0.684615734,0.833498221,0.236876985,0.578125546,0.468156788,,,,,,,,,,,
3,249828_at,T,F,AT5G23250,AT5G23250,"Succinyl-CoA ligase, alpha subunit",0.123671367,0.691709226,0.752254237,0.153433402,0.655895941,0.475392835,,,,,,,,,,,
3,249833_at,T,F,AT5G23430,AT5G23430,Transducin/WD40 repeat-like superfamily protein,0.066753078,0.668700897,0.830750372,0.19816665,0.587297299,0.470333659,,,,,,,,,,,
3,249834_at,T,F,AT5G23440,FTRA1,ferredoxin/thioredoxin reductase subunit A (variable subunit) 1,0.032677371,0.720973001,0.8747249,0.137662172,0.715589301,0.496325349,,,,,,,,,,,
3,249835_s_at,F,NA,AT5G23510,AT5G23510,unknown protein; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.179555029,0.717583371,0.738246432,0.153883933,0.648362397,0.487526232,,,,,,,,,,,
3,249838_at,T,F,AT5G23460,AT5G23460,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.004735452,0.650024241,0.739169273,0.147363302,0.713328996,0.450924253,,,,,,,,,,,
3,249839_at,T,F,AT5G23405,AT5G23405,HMG-box (high mobility group) DNA-binding family protein,0.427736714,0.716542427,0.925117349,0.124500771,0.519081983,0.542595849,,,,,,,,,,,
3,249846_at,T,F,AT5G23630,MIA|PDR2,phosphate deficiency response 2,0.234372113,0.627902019,0.8747586,0.186232385,0.736927038,0.532038431,,,,,,,,,,,
3,249848_at,T,F,AT5G23220,NIC3,nicotinamidase 3,0.022259199,0.68206348,0.828757213,0.203606778,0.701908929,0.48771912,,,,,,,,,,,
3,249860_at,T,F,AT5G22860,AT5G22860,Serine carboxypeptidase S28 family protein,0.018192451,0.58865576,0.737944471,0.109870385,0.612451451,0.413422904,,,,,,,,,,,
3,249863_at,T,F,AT5G22950,VPS24.1,SNF7 family protein,0.232257481,0.771895918,0.923841554,0.048431324,0.677072127,0.530699681,,,,,,,,,,,
3,249864_at,T,F,AT5G22830,ATMGT10|MGT10|GMN10|MRS2-11,magnesium (Mg) transporter 10,0.065566272,0.742236362,0.873017391,0.168848064,0.631609158,0.49625545,,,,,,,,,,,
3,249867_at,T,F,AT5G23020,MAM-L|MAM3|IMS2,2-isopropylmalate synthase 2,0.054589421,0.521558937,0.665006384,0.043965359,0.692674495,0.395558919,,,,,,,,,,,
3,249874_at,T,F,AT5G23070,AT5G23070,Thymidine kinase,0.028824565,0.70482348,0.7528043,0.315361513,0.596775526,0.479717877,,,,,,,,,,,
3,249875_at,T,F,AT5G23120,HCF136,"photosystem II stability/assembly factor, chloroplast (HCF136)",0.038079755,0.739354507,0.884334759,0.160584591,0.675703279,0.499611378,,,,,,,,,,,
